idx,Manufacturer,Brand,surfaceLetter,pstatus,words,citation,imgurl
25,Kodak,Opal,,pmeasured,"...utmost salon quality...The beautiful luminosity of the Opal image, the delicacy of its tones, have made Opal the favorite of all exhibition papers for the expert. Moderate speed; one contrast grade only; many choices of sheen, tint, and texture.","Popular Photography, October 1953, page 93",scans/image00093.jpg
25,Kodak,Opal,,pmeasured,"richer warmth...and for superior exhibition work, when you require enlargements of the finest quality. It’s slower than Kodabromide or Medalist, but offers great flexibility of manipulation and tonal effects. Available in doubleweight only, one contrast grade (for normal negatives), and in 13 surfaces.","Popular Photography, November 1953, page 81",scans/image00081.jpg
25,Kodak,Opal,,pmeasured,widest choice of tint and surface; the long-time favorite of all salon papers,"Popular Photography, February 1954, page 70",scans/image00070 (2).jpg
25,Kodak,Opal,,pmeasured,comes in many unusual surfaces such as suede matte and strong-textured tapestry luster,"Popular Photography, March 1954, page 81",scans/image00081.jpg
25,Kodak,Opal,,pmeasured,"...professional-type paper, widely used for salon prints where great warmth of tone and a long scale of values are desired. It offers more tint and texture combinations than any other paper we make. One grade only, for “normal-contrast” negatives","Popular Photography, March 1954, page 81",scans/image00081.jpg
25,Kodak,Opal,,pmeasured,for hanging at home,"Popular Photography, November 1954, page 90",scans/image00090.jpg
25,Kodak,Opal,,pmeasured,for fine enlargements,"Popular Photography, November 1954, page 90",scans/image00090.jpg
26,Ansco,Indiatone,,pmeasured,"Indiatone’s superb performance under all conditions. For here is a versatile paper. It gives you excellent keeping qualities and stability—and an amazingly wide latitude that allows development anywhere from 45 seconds to 4 minutes. Yet with all these advantages, quality is never sacrificed. Indiatone responds beautifully to toning. It takes oil colors easily, effectively. It yields distinctive, eye-catching tones ranging from warm olive-black to soft brown-black.","Popular Photography, March 1950, page 2",scans/image00002.jpg
26,Ansco,Indiatone,,pmeasured,"chlorobromide, enlarging, normal speed, portrait, warm toned, good for sepia, gold tone","Popular Photography, May 1950, page 140",scans/image00140.jpg
26,Ansco,Indiatone,,pmeasured,"Versatile, too! It gives you excellent keeping qualities and stability—and an amazingly wide latitude that allows development over a range extending from 45 seconds to 4 minutes! Yet quality is never Sacrificed. Indiatone responds beautifully to development, yielding warm olive- to brown-black enlargements that are a standout in any salon! And Indiatone gives strikingly attractive reddish-sepia images in Ansco Liquid Flemish Toner.","Popular Photography, December 1950, page 5",scans/image00005.jpg
26,Ansco,Indiatone,,pmeasured,"chlorobromide, enlarging, normal speed, portrait, warm tone, good for sepia, gold tone","Popular Photography, May 1953, page 144",scans/image00144.jpg
26,Ansco,Indiatone,,pmeasured,"exceptionally warm-toned paper, tops among papers producing rich brown-black images. It has very wide exposure-development latitude, and yields superbly-beautiful reddish-brown images when used with Flemish Toner","Popular Photography, March 1955, page 2",scans/PopularPhotography_Mar55_002.jpg
27,Dupont,Varigam,,pmeasured,"Varigam provides the exact grade of contrast your negatives require...whether dense, normal or thin. No trick...you use filters for different negatives instead of different paper contrasts. Ten filters are available, each producing a different degree of paper contrast. You can even vary contrast in single prints by dodging with filters. And —“Varigam” is processed exactly the same as ordinary enlarging paper. IT’S ECONOMICAL— Avoid risk of outdated paper or of running out of the grade you need...eliminate wastage. Save time and money...side-step trouble. Save darkroom shelf space by stocking one enlarging paper instead of several grades. THE ONLY VARIABLE CONTRAST PAPER, Du Pont ‘‘Varigam” is enthusiastically used by meticulous amateurs, commercial and professional photographers just about everywhere.","Popular Photography, March 1950, page 7",scans/image00007.jpg
27,Dupont,Varigam,,pmeasured,"chlorobromide, enlarging, normal speed, variable contrast, with filters, gives any degree of contrast from extremely soft to very hard","Popular Photography, May 1950, page 140",scans/image00140.jpg
27,Dupont,Varigam,,pmeasured,"Varigam provides the exact grade of contrast your negatives require...whether dense, normal or thin. No trick...you use filters for different negatives instead of different paper contrasts. Ten filters are available, each producing a different degree of paper contrast. You can even vary contrast in single prints by dodging. IT’S FUN TO MAKE ENLARGEMENTS OF SALON QUALITY. THE ONLY VARIABLE CONTRAST PAPER, Du Pont “Varigam” is enthusiastically used by meticulous amateurs, commercial and professional photographers just about everywhere. Its variable contrast helps them...and can help you...to make consistently better prints.","Popular Photography, October 1950, page 102",scans/image00102.jpg
27,Dupont,Varigam,,pmeasured,"...unique variable contrast lets you stock one grade of enlarging paper instead of several. Du Pont ’Varigam,’ most versatile photographic paper. Here’s how ‘Varigam’ paper works: Easy-to-use filters that slip over the lens of your enlarger provide ten degrees of contrast on one grade of paper from any printable negative...soft, normal or hard...eliminating the necessity of stocking several grades of paper for negatives of varying contrast. Without filters, Varigam is a normal-contrast enlarging paper for top-quality prints. No other paper offers the 'plus' features of 'Varigam.'","Popular Photography, January 1951, page 9",scans/image00009.jpg
27,Dupont,Varigam,,pmeasured,"...unique variable contrast lets you stock one grade of enlarging paper instead of several. Du Pont ’Varigam,’ most versatile photographic paper on the market! Here’s how ‘Varigam’ paper works: Easy-to-use filters that slip over the lens of your enlarger provide ten degrees of contrast on one grade of paper from any printable negative...soft, normal or hard...eliminating the necessity of stocking several grades of paper for negatives of varying contrast. Without filters, Varigam is a normal-contrast enlarging paper for top-quality prints. No other paper offers the 'plus' features of 'Varigam.''","Popular Photography, February 1951, page 9",scans/image00009.jpg
27,Dupont,Varigam,,pmeasured,VARIABLE CONTRAST PHOTOGRAPHIC PAPER—a unique paper providing ten degrees of contrast by selection of the proper filters.,"Popular Photography, March 1951, page 11",scans/image00011.jpg
27,Dupont,Varigam,,pmeasured,"A high-speed variety of Du Pont Varigam enlarging paper is now available in single-weight glossy and double weight (DL, velvet grain texture) surfaces. The new emulsion is two to three times faster than ordinary Varigam paper. It has the same variable contrast characteristics: contrast is controlled by printing through each of 10 different filters which permit varying proportions of blue (hard contrast) and green (soft contrast) light to reach the two-layer emulsion of the material.","Popular Photography, October 1951, page 103",scans/image00103.jpg
27,Dupont,Varigam,,pmeasured,"...most versatile photographic paper on the market! Here’s how “‘Varigam” paper works: Easy-to-use filters that slip over the lens of your enlarger provide ten degrees of contrast on one grade of paper from any printable negative . . . soft, normal or hard...eliminating the necessity of stocking several grades of paper for negatives of varying contrast. Without filters, “Varigam” is a normal-contrast enlarging paper for top-quality prints. No other paper offers the “plus” features of “Varigam.”","Popular Photography, December 1951, page 16",scans/image00016.jpg
27,Dupont,Varigam,,pmeasured,"Better Prints Can Be Yours Through Contrast Control. Subject matter and composition are of great importance in producing prize-winning photographs. But the key to success is often in the over-all feeling created by the contrast of the print. Artists and pictorial photographers use contrast as a tool to create a mood that captures the emotions felt when viewing the original subject. Much as an oil painter uses light or dark colored oils, the pictorialist uses high contrast to brighten over-all appearance or create a dramatic effect. Low contrast may be used to flatten harsh light tones which distract from the center of interest. In all phases of photography, contrast and tone control are the tools of the craftsman. In recent years, more and more photographers have turned to “Varigam” for the utmost flexibility in contrast control. Du Pont “Varigam” variable contrast photographic enlarging paper can provide whatever contrast is needed to make a perfect print from any negative. With the filters and “Varigam” you can produce prints ranging in contrast from extremely soft to exceptionally hard. One package of “Varigam” and a set of filters bring all paper contrast grades within your reach. Without filters “Varigam” is a normal contrast enlarging paper for top-quality prints. An additional advantage in working with “Varigam” is that by dodging (burning in) with filters, contrast may be easily changed in different areas of the same print.","Popular Photography, February 1953, page 31",scans/image00031.jpg
27,Dupont,Varigam,,pmeasured,"chlorobromide, enlarging, normal speed, with filters, gives any degree of contrast from extremely soft to very hard","Popular Photography, May 1953, page 144",scans/image00144.jpg
27,Dupont,Varigam,,pmeasured,"“Varigam”. The filters are available in sheet form on special order for users of accessory equipment, such as filter wheels, filter holders or enlarger colorhead inserts. Photographic dealers now have these new plastic filters for “Varigam” in stock and will gladly show them to you. Be sure to see them next time you buy supplies. ONLY “VARIGAM” GIVES YOU EVERY NEEDED CONTRAST. Du Pont “Varigam” is unique. By a simple change of a colored filter, this variable contrast paper can produce whatever grade a negative may require, whether soft, medium, normal or hard. More and more, salon-winning prints are being made on ‘Varigam’ because it permits unusual effects. No need to stock four different grades of paper in every surface you like to print on. Stock “Varigam”’ by surfaces only. You may choose from ten including glossy, matte, silk and many others.","Popular Photography, June 1953, page 34",scans/image00034.jpg
27,Dupont,Varigam,,pmeasured,"Many well-known photographers prefer Du Pont “Varigam” photographic paper because of the ease with which its contrast may be matched to any printable negative. Still another reason why many professionals use “Varigam” is because several different contrasts may be printed on any one sheet of paper by using two or more filters...stated in his new book, “Architectural Photography of Houses”: “Probably the best way to have control over all pictures which feature window areas or indoor-outdoor relationship is with the use of ‘Varigam’ paper. All pictures in this book were printed on Varigam paper to insure proper contrasts and to control the difficult lighting in many of the scenes.”","Popular Photography, October 1953, page 29",scans/image00029.jpg
27,Dupont,Varigam,,pmeasured,"“Varigam” changes in contrast according to the color of the printing light and can be easily made to match the widest negative demands of contrast and tone range. ‘Varigam’...can control the tone I want in my prints...particularly where merchandise and models are concerned. Most of my work is for reproduction in magazines, and print tones are important. With ‘Varigam,’ however, I can control light, medium and the darker tones...make a high-key print and yet retain all the desired detail. ‘Varigam’ has so many control advantages over ordinary paper that it makes printing without variable contrast control practically obsolete. “Varigam” will make prints of the contrast you want from every negative...soft, normal or hard.","Popular Photography, April 1954, page 164",scans/image00164.jpg
27,Dupont,Varigam,,pmeasured,"Many workers find that Varigam fulfills all of their requirements. Others continue to depend upon the conventional graded papers, resorting to processing manipulations for difficult negatives, using Varigam as a last resort for between-grade negatives. The remainder use Varigam for their day-in and day-out printing and turn to one or another of the standard graded papers to solve special problems.","Popular Photography, May 1954, page 139",scans/image00139.jpg
27,Dupont,Varigam,,pmeasured,excellently suited to control of local reduction,"Popular Photography, May 1954, page 138",scans/image00138.jpg
27,Dupont,Varigam,,pmeasured,"Thin, flat negatives like the one at far left require radical treatment...The print above was made on Varigam with a No. 10 filter—the technique for greatest contrast on this paper. Still the print is somewhat flat, lacking dense blacks and crisp highlights. This makes it appear the picture was made on overcast day, though sun was shining. Contrastiest paper available is Kodabromide No. 5. This print, made on it from the same negative, has snap and sparkle, good blacks and sunny highlights—with detail in both. Such an extreme problem does not often arise, but many Varigam users keep a supply of Kodabromide: No. 5 on hand, anticipating emergencies like this. High Speed Varigam can render the softest contrast level of any regularly used enlarging paper. With extra-contrast negatives (the kind that result from over-souping overexposed film) this quality is a lifesaver. The use of a #1 filter on a condenser enlarger will give a contrast at least one full grade below that of Kodabromide F1.","Popular Photography, May 1954, page 58",scans/image00058.jpg
27,Dupont,Varigam,,pmeasured,Local control is no problem with Varigam,"Popular Photography, May 1954, page 55",scans/image00055.jpg
27,Dupont,Varigam,,pmeasured,"Rich, warm tones are easy to get on Varigam from well-exposed negatives. On Varigam, with three filters used consecutively, a better print is possible. ","Popular Photography, May 1954, page 56",scans/image00056.jpg
27,Dupont,Varigam,,pmeasured,Varigam can print softer than any other paper. High Speed variety makes softer prints in this way than the regular type Varigam.,"Popular Photography, May 1954, page 57",scans/image00057.jpg
27,Dupont,Varigam,,pmeasured,Glossy paper is favored by most publications. I use Varigam variable contrast photographic paper exclusively because it gives complete control of contrast. I also like the fact that I need stock only the single contrast grade of paper and can buy the economical big boxes without having to invest in quantities of different contrasts.,"Popular Photography, June 1954, page 21",scans/image00021.jpg
28,Rembrandt,Enlarging,,notp,"A superb salon quality paper for the most discriminating photographer like most fine chlorobromide paper, Rembrandt paper con be used with almost any negative and produce beautifully soft prints","Popular Photography, April 1950, page 34",scans/image00034.jpg
28,Rembrandt,Enlarging,,notp,"beautiful long scale chlorobromide enlarging paper that is ideal for portraiture, landscapes ond wherever “above the average” prints are desired. White or Cream; matte or semi-matte surfaces.","Popular Photography, August 1950, page 95",scans/image00095.jpg
29,Dupont,Warmtone,,pmeasured,"FOR LUXURIOUS, RICHER, MORE RADIANT PICTURES. Warmtone gives your prints a soft, warm tone...an animation and sparkle of professional, salon quality. It brings out the very best in your negatives. Finest paper you can get, Du Pont Warmtone provides an ideal finish for pastorals, seascapes, portraits, scenes in every season. Even the most critical photographers commend it. Exceptional speed is a feature of new Du Pont Warmtone. You can make beautiful pictures more rapidly than ever before. Its extremely wide latitude allows greater flexibility in exposures which are compensated for in development to produce perfect prints of uniform quality. Surface Texture. Du Pont Warmtone has a superior surface texture that’s ideal for hand coloring or tinting. It tones readily and its toning properties are superb. Remarkable stability means that Du Pont Warmtone retains color and gradation. And, good news for you, it has much greater shelflife. Discover how much finer this new paper is than any you have used before. You’ll be thrilled with the realistic prints it helps you produce.","Popular Photography, May 1950, page 85",scans/image00085.jpg
29,Dupont,Warmtone,,pmeasured,"chlorobromide, enlarging, normal speed, warm brown tone, rich scale of gradation","Popular Photography, May 1950, page 140",scans/image00140.jpg
29,Dupont,Warmtone,,pmeasured,"A new projection printing paper. FOR LUXURIOUS, RICHER, MORE RADIANT PICTURES. “Du Pont Warmtone is an entirely new warm tone projection printing paper...Warmtone gives your prints a soft, warm tone...an animation and sparkle of professional, salon quality. It brings out-the very best in your negatives. Finest paper you can get, Du Pont Warmtone provides an ideal finish for pastorals, seascapes, portraits, scenes in every season. Exceptional speed is a feature of new Du Pont Warmtone. You can make beautiful pictures more rapidly than ever before. Its extremely wide latitude allows greater flexibility in exposures which are compensated for in development to produce perfect prints of uniform quality. Surface Texture. Du Pont Warmtone has a superior surface texture that’s ideal for hand coloring or tinting. It tones readily and its toning properties are superb. Remarkable stability means that Du Pont Warmtone retains color and gradation. And, good news for you, it has much greater shelflife. Standsup...remains fresh longer. Now available in 5 surfaces—Du Pont Warmtone projection paper is now available in five surfaces.","Popular Photography, November 1950, page 9",scans/image00009.jpg
29,Dupont,Warmtone,,pmeasured,"...an entirely new projection paper. Gives you rich and radiant pictures with soft, warm tones. Its toning properties are superb. Already a favorite among leading professional photographers.","Popular Photography, March 1951, page 11",scans/image00011.jpg
29,Dupont,Warmtone,,pmeasured,"Du Pont Warmtone gives your prints a soft, warm tone... full of animation and sparkle. It enables you to obtain all the richness and vitality of your best negatives. You'll find it’s fun to make projection prints with Warmtone...a thrill to watch the luxurious image appear in your developer tray. You'll get real satisfaction from your work...be proud to exhibit your pictures...proud to keep them...proud to give them. Ideal for portraits, pastorals, landscapes and seascapes. You'll like Warmtone. It has exceptional speed and its extremely wide latitude permits maximum flexibility in making exposures. Excellent for coloring, tinting and toning. There are eight beautiful surface textures.","Popular Photography, October 1951, page 4",scans/image00004.jpg
29,Dupont,Warmtone,,pmeasured,"TRY SEPIA TONING FOR WARM EFFECTS. Late summer and fall pictures often need special treatment to remove them from the snapshot class and make them into salon-type photographs. Autumn leaves beginning to turn brown in a wooded glen...a pretty girl on a sunlit portico...Sepia tone them and you'll add realistic richness and warmth. Sepia toning is easy if you make prints on a professional-type paperlike Du Pont Warmtone, which is designed for good toning characteristics. It will give rich browns or reddish brownsin most standard toning formulas. (Papers not made for toning are apt to give cold purplish results.) Image color can be varied by toner dilution or length of time that the print is kept in the bath. Pretty in black and white...prettier toned in sepia. For many prints you will find warmth enough in the natural color of Warmtone when developed in Du Pont 55-D and not toned at all.","Popular Photography, April 1953, page 33",scans/image00033.jpg
29,Dupont,Warmtone,,pmeasured,"chlorobromide, enlarging, normal speed, warm brown tone; rich scale of gradation","Popular Photography, May 1953, page 144",scans/image00144.jpg
29,Dupont,Warmtone,,pmeasured,Perhaps you have a landscape with an old barn beside a winding road leading into distant hills. Du Pont Warmtone will recapture the warm glow that made such a scene a thing of beauty.,"Popular Photography, June 1954, page 8",scans/image00008 (2).jpg
30,Anken,Sabletone,,notp,"chlorobromide, enlarging, slow, warm tones, suitable for all toning processes","Popular Photography, May 1950, page 140",scans/image00140.jpg
31,Anken,Ebony,,notp,"bromide, enlarging, fast, cold tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
32,Ansco,Convira,,pmeasured,"chloride, contact, normal speed, glossy, velvet, cold black tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
32,Ansco,Convira,,pmeasured,"chloride, contact, normal speed, glossy, velvet; cold black tones","Popular Photography, May 1953, page 144",scans/image00144.jpg
33,Ansco,Cykon,,pmeasured,"chloride, contact, normal speed, portraits, commerical warm tone prints, suitable for gold tone","Popular Photography, May 1950, page 140",scans/image00140.jpg
33,Ansco,Cykon,,pmeasured,"chloride, contact, normal speed, for portraits, commerical warm tone prints; suitable for gold tone","Popular Photography, May 1953, page 144",scans/image00144.jpg
34,Ansco,Proof,,notp,"P.O.P., contact, for proofs, print by daylight or arc","Popular Photography, May 1950, page 140",scans/image00140.jpg
34,Ansco,Proof,,notp,"P.O.P., contact, for proofs, print by daylight or arc","Popular Photography, May 1953, page 144",scans/image00144.jpg
35,Ansco,Speedex,,notp,"chloride, rapid, glossy, for optical printers, blue-black tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
35,Ansco,Speedex,,notp,"chloride rapid, glossy, for optical printers; blue-black tones","Popular Photography, May 1953, page 144",scans/image00144.jpg
36,Ansco,Brovira,,pmeasured,"bromide, enlarging, fast, pictorial, reproduction, good latitude, rich black tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
36,Ansco,Brovira,,pmeasured,"bromide, enlarging, fast, for pictorial, reproduction; good latitude, rich black tones","Popular Photography, May 1953, page 144",scans/image00144.jpg
37,Ansco,Projection Proof,,pmeasured,"bromide, enlarging, fast, D.O.P., rough surface minimizes retouching","Popular Photography, May 1950, page 140",scans/image00140.jpg
37,Ansco,Projection Proof,,pmeasured,"chlorobromide, enlarging, fast, D.O.P., rough surface minimizes retouching","Popular Photography, May 1953, page 144",scans/image00144.jpg
38,Ansco,Scona Reflex,,pmeasured,"reflex, copy, subdued light","Popular Photography, May 1950, page 140",scans/image00140.jpg
38,Ansco,Scona Reflex,,pmeasured,"reflex, copy, subdued light","Popular Photography, May 1950, page 140",scans/image00140.jpg
38,Ansco,Scona Reflex,,pmeasured,for reflex copies; can use in subdued light,"Popular Photography, May 1953, page 144",scans/image00144.jpg
39,Dassonville,Charcoal Ember,,notp,"chlorobromide, enlarging, slow, warm tones, pictorial, portrait","Popular Photography, May 1950, page 140",scans/image00140.jpg
40,Dassonville,Charcoal Black,,notp,"bromide, enlarging, fast, cold tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
41,Devolite,Devolite,,notp,"chloride, contact, slow, darkroom not necessary, cold tones, glossy","Popular Photography, May 1950, page 140",scans/image00140.jpg
41,Devolite,Devolite,,notp,"chloride, contact, slow, darkroom not necessary; cold tones; glossy","Popular Photography, May 1953, page 144",scans/image00144.jpg
42,Devolite,Devodark,,notp,"chloride, contact, normal speed, two tones, warm and cold","Popular Photography, May 1950, page 140",scans/image00140.jpg
42,Devolite,Devodark,,notp,"chloride, contact, normal speed, warm tone","Popular Photography, May 1953, page 144",scans/image00144.jpg
43,Dupont,Apex,,pmeasured,"chloride, contact, normal speed, wide latitude in exposure and development, gives full scale value of negative","Popular Photography, May 1950, page 140",scans/image00140.jpg
43,Dupont,Apex,,pmeasured,"PHOTOGRAPHIC CONTACT PAPER—a popular commercial and photo-finishing paper available in nine surfaces and six degrees of contrast. Professional ‘Apex’ in surfaces BB, DL, EL and Y is ideal for warm-tone portrait work","Popular Photography, March 1951, page 11",scans/image00011.jpg
43,Dupont,Apex,,pmeasured,"chloride, contact, normal speed, wide latitude in exposure and development; gives full scale value of negative","Popular Photography, May 1953, page 144",scans/image00144.jpg
44,Dupont,Velour Black,,pmeasured,"chlorobromide, enlarging, normal speed, portrait, pictorial, commercial, full scale, surfaces for every type of work","Popular Photography, May 1950, page 140",scans/image00140.jpg
44,Dupont,Velour Black,,pmeasured,PHOTOGRAPHIC PROJECTION PAPER—favorite professional enlarging paper with sensitive emulsion that reacts to slightest differences in negative density. Grade 1 Soft ...for contrasty negatives. Grade 2 Normal...for average negatives. Grade 3 Medium Hard...for flat negatives. Grade 4 Contrast...for extremely flat negatives.,"Popular Photography, March 1951, page 11",scans/image00011.jpg
44,Dupont,Velour Black,,pmeasured,"chlorobromide, enlarging, normal speed, for portrait, pictorial, commercial; full scale; surfaces for every type of work","Popular Photography, May 1953, page 144",scans/image00144.jpg
44,Dupont,Velour Black,,pmeasured,"The image tone of Velour Black photographic projection paper will emphasize the depth of the shadows and sparkle of every highlight. You have your choice of 12 other surfaces in “Velour Black” too, ranging from Single Weight Glossy to Double Weight Rough Texture.","Popular Photography, June 1954, page 8",scans/image00008 (2).jpg
45,Dupont,Ivora,,pmeasured,"chlorobromide, enlarging, normal speed, white film case, for miniatures and coloring","Popular Photography, May 1950, page 140",scans/image00140.jpg
45,Dupont,Ivora,,pmeasured,"chlorobromide, enlarging, normal speed, on white film base, for miniatures and coloring","Popular Photography, May 1953, page 144",scans/image00144.jpg
45,Dupont,Ivora,,pmeasured,"You Can Make Prints With an Ivory Finish Wonderful for Gifts. Whenever you have an exceptionally fine picture of the baby, your wife or girl friend, and would like to make a luxurious print for a unique gift or to carry in purse or wallet...try printing it on Du Pont “Ivora.” It gives your picture deep, rich, warm tones. Or, by redevelopment, you can obtain an equally beautiful sepia tone. The surface is especially made for easy coloring with oils or airbrush technique. “Ivora” lies perfectly flat and is cut or trimmed as readily as paper, without risk of cracking or breaking. Its velvet-smooth surface registers the finest negative detail and gives equal delicacy in color treatment. The warmth and life of the subject are emphasized by the creamy, ivorylike stock. Ivory stock tint, velvet-smooth texture. “Ivora” is printed by projection or contact and is the same speed as Du Pont Warmtone. Because of the beautiful results you can easily get, And Ivora prints make truly wonderful gifts.","Popular Photography, April 1954, page 165",scans/image00165.jpg
46,Dupont,Adlux,,pmeasured,"chlorobromide, enlarging, normal speed, film, coated both sides, for rear illumination","Popular Photography, May 1950, page 140",scans/image00140.jpg
46,Dupont,Adlux,,pmeasured,"chlorobromide, enlarging, normal speed, film, coated both sides, for rear illumination","Popular Photography, May 1953, page 144",scans/image00144.jpg
47,Dupont,Canvas,,pmeasured,"chlorobromide, enlarging, normal speed, fine texture fabric with velour black coating, has same quality as paper, takes oil colors","Popular Photography, May 1950, page 140",scans/image00140.jpg
47,Dupont,Canvas,,pmeasured,"chlorobromide, enlarging, normal speed, fine texture fabric with velour black coating, has same quality as paper, takes oil colors","Popular Photography, May 1953, page 144",scans/image00144.jpg
48,Kodak,Ad-Type,A,notp,"chloride, contact, normal speed, full scale, cold tones, folds without cracking","Popular Photography, May 1950, page 140",scans/image00140.jpg
48,Kodak,Ad-Type,A,notp,"Need prints for folding, mailing, or French-fold greeting cards? Kodak Ad-Type A has a special lightweight stock that folds without cracking. Same speed as Kodak Azo, similar in quality, and available in six contrast grades to fit the density scale of every negative. White stock tint, smooth texture, lustre sheen. Folding stock.","Popular Photography, June 1951, page 99",scans/image00099.jpg
48,Kodak,Ad-Type,A,notp,"chloride, contact, normal speed, full scale, cold tones, folds without cracking","Popular Photography, May 1953, page 144",scans/image00144.jpg
49,Kodak,Aristo,,pmeasured,"chloride, contact, normal speed, full scale, for commercial and illustrative work","Popular Photography, May 1950, page 140",scans/image00140.jpg
49,Kodak,Aristo,,pmeasured,"chloride, contact, normal speed, full scale, for commercial, illustrative, and portrait work","Popular Photography, May 1953, page 144",scans/image00144.jpg
49,Kodak,Aristo,,pmeasured,"warm-tone double-weight contact papers, primarily for professional use","Popular Photography, March 1954, page 81",scans/image00081.jpg
49,Kodak,Aristo,,pmeasured,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
50,Kodak,Athena,,pmeasured,"chloride, contact, normal speed, portraits, warming brilliance and fine gradation","Popular Photography, May 1950, page 140",scans/image00140.jpg
50,Kodak,Athena,,pmeasured,"chloride, contact, normal speed, portraits, warming brilliance and fine gradation","Popular Photography, May 1953, page 144",scans/image00144.jpg
50,Kodak,Athena,,pmeasured,"warm-tone double-weight contact papers, primarily for professional use","Popular Photography, March 1954, page 81",scans/image00081.jpg
50,Kodak,Athena,,pmeasured,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
51,Kodak,Azo,,pmeasured,"chloride, contact, normal speed, amateur, portrait, commercial work","Popular Photography, May 1950, page 140",scans/image00140.jpg
51,Kodak,Azo,,pmeasured,contact,"Popular Photography, October 1950, page 85",scans/image00085.jpg
51,Kodak,Azo,,pmeasured,for contact prints,"Popular Photography, January 1953, page 73",scans/image00073.jpg
51,Kodak,Azo,,pmeasured,for contact prints,"Popular Photography, March 1953, page 81",scans/image00081.jpg
51,Kodak,Azo,,pmeasured,"chloride, contact, normal speed, amateur, portrait, commercial work","Popular Photography, May 1953, page 144",scans/image00144.jpg
51,Kodak,Azo,,pmeasured,for contact printing,"Popular Photography, February 1954, page 70",scans/image00070 (2).jpg
51,Kodak,Azo,,pmeasured,"available in single weight and double weight, glossy as well as fine-grained luster surface, and printing grades to fit all types of negatives","Popular Photography, March 1954, page 81",scans/image00081.jpg
51,Kodak,Azo,,pmeasured,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
52,Kodak,Illustrators' Azo,,notp,"chloride, contact, normal speed, full scale, chiefly for illustrative work","Popular Photography, May 1950, page 140",scans/image00140.jpg
52,Kodak,Illustrators' Azo,,notp,"chloride, contact, normal speed, full scale, chiefly for illustrative work","Popular Photography, May 1953, page 144",scans/image00144.jpg
53,Kodak,Resisto,,notp,"chloride, contact, normal speed, water-resistant base for rapid processing","Popular Photography, May 1950, page 140",scans/image00140.jpg
53,Kodak,Resisto,,notp,"chloride, contact, normal speed, water-resistant base for rapid processing","Popular Photography, May 1953, page 144",scans/image00144.jpg
53,Kodak,Resisto,,notp,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
54,Kodak,Velite,,pmeasured,"chloride, contact, slow, can be handled in normal room light","Popular Photography, May 1950, page 140",scans/image00140.jpg
54,Kodak,Velite,,pmeasured,"chloride, contact, slow, can be handled in normal room light","Popular Photography, May 1953, page 144",scans/image00144.jpg
54,Kodak,Velite,,pmeasured,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
55,Kodak,Velox,,pmeasured,"chloride, contact, normal speed, amateur and photofinishing, blue-black tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
55,Kodak,Velox,,pmeasured,contact,"Popular Photography, October 1950, page 85",scans/image00085.jpg
55,Kodak,Velox,,pmeasured,for contact prints,"Popular Photography, January 1953, page 73",scans/image00073.jpg
55,Kodak,Velox,,pmeasured,for contact prints,"Popular Photography, March 1953, page 81",scans/image00081.jpg
55,Kodak,Velox,,pmeasured,"chloride, contact, normal speed, amateur and photofinishing, blue-black tones","Popular Photography, May 1953, page 144",scans/image00144.jpg
55,Kodak,Velox,,pmeasured,for contact printing,"Popular Photography, February 1954, page 70",scans/image00070 (2).jpg
55,Kodak,Velox,,pmeasured,"...an excellent contact printing paper to choose. It comes in six different grades, to give you good prints from the widest possible range of negatives. And it has the crisp, blue-black tone most people like.","Popular Photography, March 1954, page 81",scans/image00081.jpg
55,Kodak,Velox,,pmeasured,for contact printing,"Popular Photography, November 1954, page 90",scans/image00090.jpg
56,Kodak,Studio Proof,,notp,"P.O.P., contact, slow, for proofs, print by daylight or arc","Popular Photography, May 1950, page 140",scans/image00140.jpg
56,Kodak,Studio Proof,,notp,"P.O.P., contact, slow, for proofs, print by daylight or arc","Popular Photography, May 1953, page 144",scans/image00144.jpg
57,Kodak,Illustrators' Special,,notp,"chlorobromide, enlarging, normal, pure white stock, full scale, rich tones","Popular Photography, May 1950, page 140",scans/image00140.jpg
57,Kodak,Illustrators' Special,,notp,For Opal quality in a special fine-grained surface suited equally to exhibition and reproduction. Fine-grained texture.,"Popular Photography, January 1953, page 73",scans/image00073.jpg
57,Kodak,Illustrators' Special,,notp,prints for fine reproduction,"Popular Photography, March 1953, page 82",scans/image00082.jpg
57,Kodak,Illustrators' Special,,notp,For Opal quality in a special fine-grained surface suited equally to exhibition and reproduction. Fine-grained texture.,"Popular Photography, March 1953, page 81",scans/image00081.jpg
